X	Y	Z	_ID	_UID	_NAME	_SURVEY	_SURFACE	_FIXED	_ENTRANCE	_CONTINUA_	_COMMENT
468000	4417000	30	"3880"	"3880"	ENT_212001	212.UltimaPatagonia	"1"	"1"	"0"	"0"	
470651	4418054	294	"3881"	"3881"	ENT_212002	212.UltimaPatagonia	"1"	"1"	"0"	"0"	
470567	4417883	380	"3882"	"3882"	ENT_212003	212.UltimaPatagonia	"1"	"1"	"0"	"0"	
470359	4417650	525	"3883"	"3883"	ENT_212004	212.UltimaPatagonia	"1"	"1"	"0"	"0"	
470446	4417762	476	"3884"	"3884"	ENT_212005	212.UltimaPatagonia	"1"	"1"	"0"	"0"	
470679	4418000	340	"3885"	"3885"	ENT_212006	212.UltimaPatagonia	"1"	"1"	"0"	"0"	
473667	4416955	90	"3886"	"4239"	"0"	LeMasqueEtLaPlume.213.UltimaPatagonia	"0"	"0"	"1"	"0"	Gouffre du Masque et de la Plume
472739	4416716	37	"4055"	"4240"	"0"	GrotteFinistere.213.UltimaPatagonia	"0"	"0"	"1"	"0"	Grotte du Finist̬re
472988	4417752	100	"4226"	"4241"	"0"	PerteGlaciaire.213.UltimaPatagonia	"0"	"0"	"1"	"0"	PerteGlaciaire
473667	4416955	90	"4239"	"4239"	ENT_213001	213.UltimaPatagonia	"1"	"1"	"0"	"0"	Perte du Masque et de la Plume
472739	4416716	37	"4240"	"4240"	ENT_213002	213.UltimaPatagonia	"1"	"1"	"0"	"0"	Grotte Finistere
472988	4417752	100	"4241"	"4241"	ENT_213003	213.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteGlaciaire
495068	4309020	186	"4242"	"4242"	ENT_303001	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
494398	4309243	163	"4243"	"4243"	ENT_303002	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
495399	4309090	20	"4244"	"4244"	ENT_303003	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
494845	4308933	274	"4245"	"4245"	ENT_303004	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
495383	4308977	55	"4246"	"4246"	ENT_303005	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
495075	4308714	253	"4247"	"4247"	ENT_303006	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
494387	4309486	86	"4248"	"4248"	ENT_303007	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
494567	4309691	0	"4249"	"4249"	ENT_303008	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
493877	4308702	0	"4250"	"4250"	ENT_303009	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
493877	4308689	0	"4251"	"4251"	ENT_303010	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
493833	4308577	0	"4252"	"4252"	ENT_303011	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
494928	4309421	301	"4253"	"4253"	ENT_303012	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
494496	4309737	0	"4254"	"4254"	ENT_303013	303.UltimaPatagonia	"1"	"1"	"0"	"0"	
493130	4308331	399	"4255"	"4255"	ENT_304001	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493244	4309199	315	"4256"	"4256"	ENT_304002	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493001	4308652	330	"4257"	"4257"	ENT_304003	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493722	4308518	482	"4258"	"4258"	ENT_304004	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493342	4308357	484	"4259"	"4259"	ENT_304005	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493337	4308329	488	"4260"	"4260"	ENT_304006	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492238	4307919	544	"4261"	"4261"	ENT_304007	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493149	4307944	533	"4262"	"4262"	ENT_304008	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493139	4307904	533	"4263"	"4263"	ENT_304009	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493149	4307879	522	"4264"	"4264"	ENT_304010	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492835	4307760	386	"4265"	"4265"	ENT_304011	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492741	4307760	372	"4266"	"4266"	ENT_304012	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492538	4307322	344	"4267"	"4267"	ENT_304013	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492549	4307305	0	"4268"	"4268"	ENT_304014	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493740	4308750	0	"4269"	"4269"	ENT_304015	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493735	4308575	0	"4270"	"4270"	ENT_304016	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493488	4308749	0	"4271"	"4271"	ENT_304017	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493487	4308761	0	"4272"	"4272"	ENT_304018	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493354	4308416	0	"4273"	"4273"	ENT_304019	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493378	4308649	0	"4274"	"4274"	ENT_304020	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493345	4308371	483	"4275"	"4275"	ENT_304021	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492718	4307932	358	"4276"	"4276"	ENT_304022	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
494209	4303537	438	"4277"	"4277"	ENT_304023	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
494247	4303396	412	"4278"	"4278"	ENT_304024	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492630	4307395	325	"4279"	"4279"	ENT_304025	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492811	4307523	387	"4280"	"4280"	ENT_304026	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492811	4307523	387	"4281"	"4281"	ENT_304027	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492744	4307438	368	"4282"	"4282"	ENT_304028	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492791	4307449	380	"4283"	"4283"	ENT_304029	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493519	4304030	545	"4284"	"4284"	ENT_304030	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493402	4304216	562	"4285"	"4285"	ENT_304031	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493524	4304050	554	"4286"	"4286"	ENT_304032	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493405	4304223	557	"4287"	"4287"	ENT_304033	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493434	4304074	54	"4288"	"4288"	ENT_304034	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492079	4310722	0	"4289"	"4289"	ENT_304035	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492861	4307876	399	"4290"	"4290"	ENT_304036	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
494155	4303338	407	"4291"	"4291"	ENT_304037	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492564	4307349	347	"4292"	"4292"	ENT_304038	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
491290	4307597	230	"4293"	"4293"	ENT_304039	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
490540	4306695	106	"4294"	"4294"	ENT_304040	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492249	4307720	65	"4295"	"4295"	ENT_304041	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492261	4307711	95	"4296"	"4296"	ENT_304042	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
490540	4306695	106	"4297"	"4297"	ENT_304043	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
490470	4306552	101	"4298"	"4298"	ENT_304044	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
491049	4307630	250	"4299"	"4299"	ENT_304045	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
491165	4307597	0	"4300"	"4300"	ENT_304046	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492098	4306813	276	"4301"	"4301"	ENT_304047	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492226	4306784	260	"4302"	"4302"	ENT_304048	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492134	4306635	258	"4303"	"4303"	ENT_304049	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
491671	4306206	299	"4304"	"4304"	ENT_304050	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
491307	4306156	259	"4305"	"4305"	ENT_304051	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
491808	4306374	291	"4306"	"4306"	ENT_304052	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
493210	4307750	456	"4307"	"4307"	ENT_304053	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492409	4307605	212	"4308"	"4308"	ENT_304054	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492487	4307678	229	"4309"	"4309"	ENT_304055	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492484	4307639	224	"4310"	"4310"	ENT_304056	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
492637	4307761	300	"4311"	"4311"	ENT_304057	304.UltimaPatagonia	"1"	"1"	"0"	"0"	
482677	4454593	20	"4312"	"4312"	ENT_105001	UltimaPatagonia	"1"	"1"	"0"	"0"	
482677	4454593	30	"4313"	"4313"	ENT_105002	UltimaPatagonia	"1"	"1"	"0"	"0"	
476260	4449342	30	"4314"	"4314"	ENT_102001	UltimaPatagonia	"1"	"1"	"0"	"0"	
474766	4451367	50	"4315"	"4315"	ENT_102002	UltimaPatagonia	"1"	"1"	"0"	"0"	
